protein_0	JX509734.1_repressor_protein_cI	100.000	237	0	0	1	237	1	237	1.66e-179	490
protein_0	NC_001416.1_LexA_family_transcriptional_regulator	100.000	237	0	0	1	237	1	237	1.66e-179	490
protein_0	NC_027339.1_LexA_family_transcriptional_regulator	100.000	237	0	0	1	237	1	237	1.66e-179	490
protein_0	uvig_320512_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	100.000	237	0	0	1	237	1	237	1.72e-179	490
protein_0	uvig_215044_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	100.000	237	0	0	1	237	1	237	1.72e-179	490
protein_0	uvig_241824_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	100.000	237	0	0	1	237	1	237	1.72e-179	490
protein_0	uvig_127502_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	100.000	237	0	0	1	237	1	237	1.72e-179	490
protein_0	uvig_225638_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	100.000	237	0	0	1	237	1	237	1.72e-179	490
protein_0	uvig_111575_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	100.000	237	0	0	1	237	1	237	1.72e-179	490
protein_0	NC_049955.1_LexA_family_transcriptional_regulator	99.578	237	1	0	1	237	1	237	7.54e-179	489
protein_0	uvig_220064_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.578	237	1	0	1	237	1	237	1.10e-178	488
protein_0	uvig_591421_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.578	237	1	0	1	237	1	237	1.10e-178	488
protein_0	uvig_424842_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.578	237	1	0	1	237	1	237	1.10e-178	488
protein_0	uvig_577535_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.578	237	1	0	1	237	1	237	1.10e-178	488
protein_0	uvig_574095_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.156	237	2	0	1	237	1	237	3.19e-178	487
protein_0	NC_019767.1_LexA_family_transcriptional_regulator	99.578	237	1	0	1	237	1	237	3.91e-178	487
protein_0	AF069529.1_prophage_repressor_CI	99.156	237	2	0	1	237	1	237	5.93e-178	486
protein_0	JQ182732.1_prophage_repressor	99.156	237	2	0	1	237	1	237	5.93e-178	486
protein_0	JQ086369.1_prophage_repressor	99.156	237	2	0	1	237	1	237	5.93e-178	486
protein_0	NC_002167.1_LexA_family_transcriptional_regulator	99.156	237	2	0	1	237	1	237	5.93e-178	486
protein_0	NC_019768.1_LexA_family_transcriptional_regulator	99.156	237	2	0	1	237	1	237	5.93e-178	486
protein_0	NC_019715.1_LexA_family_transcriptional_regulator	99.156	237	2	0	1	237	1	237	5.93e-178	486
protein_0	uvig_345703_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.156	237	2	0	1	237	1	237	6.15e-178	486
protein_0	uvig_539028_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.156	237	2	0	1	237	1	237	6.15e-178	486
protein_0	uvig_306615_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.156	237	2	0	1	237	1	237	6.15e-178	486
protein_0	uvig_330679_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.156	237	2	0	1	237	1	237	6.15e-178	486
protein_0	uvig_427293_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416,LexA_repressor,repressor_LexA,Peptidase_S24-like	99.156	237	2	0	1	237	1	237	6.15e-178	486
